"Input Order","Search Term","Mouse GeneID","MGIID","Mouse Symbol","Species 2","Human GeneID","Human Species Gene ID","Human Symbol","Ensmbl ID (link HPA)","DIOPT Score","Weighted Score","Rank","Best Score","Best Score Reverse","Prediction Derived From","Alignment & Scores","Feedback","Gene Details"
"61","G5E870","14897","1309481","Trip12","Human","9320","12306","TRIP12","ENSG00000153827","18","18.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (TRIP12)    DRscDB Data: (TRIP12)                             Human Protein Atlas  (HPA)"
"62","G5E8K5","11735","88026","Ank3","Human","288","494","ANK3","ENSG00000151150","14","14.3","high","Yes","Yes","eggNOG, HGNC, Homologene, NCBI, OrthoDB, Domainoid, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, SonicParanoid","","Add","G2F details (ANK3)    DRscDB Data: (ANK3)                             Human Protein Atlas  (HPA)"
"63","G5E8V9","99889","1277120","Arfip1","Human","27236","21496","ARFIP1","ENSG00000164144","18","18.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (ARFIP1)    DRscDB Data: (ARFIP1)                             Human Protein Atlas  (HPA)"
"64","O08529","12334","88264","Capn2","Human","824","1479","CAPN2","ENSG00000162909","20","20.25","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (CAPN2)    DRscDB Data: (CAPN2)                             Human Protein Atlas  (HPA)"
"65","O08539","30948","108092","Bin1","Human","274","1052","BIN1","ENSG00000136717","18","18.3","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (BIN1)    DRscDB Data: (BIN1)                             Human Protein Atlas  (HPA)"
"66","O08547","20333","1338759","Sec22b","Human","9554","10700","SEC22B","ENSG00000265808","16","16.33","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (SEC22B)    DRscDB Data: (SEC22B)                             Human Protein Atlas  (HPA)"
"67","O08553","12934","1349763","Dpysl2","Human","1808","3014","DPYSL2","ENSG00000092964","18","18.3","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (DPYSL2)    DRscDB Data: (DPYSL2)                             Human Protein Atlas  (HPA)"
"68","O08573","16859","109496","Lgals9","Human","3965","6570","LGALS9","ENSG00000168961","17","17.32","high","Yes","Yes","eggNOG, HGNC, Isobase, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (LGALS9)    DRscDB Data: (LGALS9)                             Human Protein Atlas  (HPA)"
"69","O08582","14904","109443","Gtpbp1","Human","9567","4669","GTPBP1","ENSG00000100226","19","19.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (GTPBP1)    DRscDB Data: (GTPBP1)                             Human Protein Atlas  (HPA)"
"70","O08583","21681","1341044","Alyref","Human","10189","19071","ALYREF","ENSG00000183684","18","18.3","high","Yes","Yes","Compara, eggNOG, HGNC, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (ALYREF)    DRscDB Data: (ALYREF)                             Human Protein Atlas  (HPA)"
"71","O08585","12757","894297","Clta","Human","1211","2090","CLTA","ENSG00000122705","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (CLTA)    DRscDB Data: (CLTA)                             Human Protein Atlas  (HPA)"
"72","O08586","19211","109583","Pten","Human","5728","9588","PTEN","ENSG00000171862","19","19.25","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (PTEN)    DRscDB Data: (PTEN)                             Human Protein Atlas  (HPA)"
"73","O08600","13804","1261433","Endog","Human","2021","3346","ENDOG","ENSG00000167136","18","18.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (ENDOG)    DRscDB Data: (ENDOG)                             Human Protein Atlas  (HPA)"
"74","O08601","17777","106926","Mttp","Human","4547","7467","MTTP","ENSG00000138823","19","19.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (MTTP)    DRscDB Data: (MTTP)                             Human Protein Atlas  (HPA)"
"75","O08609","21428","108398","Mlx","Human","6945","11645","MLX","ENSG00000108788","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (MLX)    DRscDB Data: (MLX)                             Human Protein Atlas  (HPA)"
"76","O08663","56307","1929701","Metap2","Human","10988","16672","METAP2","ENSG00000111142","17","17.33","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (METAP2)    DRscDB Data: (METAP2)                             Human Protein Atlas  (HPA)"
"77","O08677","16644","1097705","Kng1","Human","3827","6383","KNG1","ENSG00000113889","14","14.43","high","Yes","Yes","Compara, HGNC, Homologene, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (KNG1)    DRscDB Data: (KNG1)                             Human Protein Atlas  (HPA)"
"78","O08715","11640","104729","Akap1","Human","8165","367","AKAP1","ENSG00000121057","17","17.21","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, SonicParanoid","","Add","G2F details (AKAP1)    DRscDB Data: (AKAP1)                             Human Protein Atlas  (HPA)"
"79","O08738","12368","1312921","Casp6","Human","839","1507","CASP6","ENSG00000138794","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (CASP6)    DRscDB Data: (CASP6)                             Human Protein Atlas  (HPA)"
"80","O08749","13382","107450","Dld","Human","1738","2898","DLD","ENSG00000091140","19","19.25","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (DLD)    DRscDB Data: (DLD)                             Human Protein Atlas  (HPA)"
"81","O08759","22215","105098","Ube3a","Human","7337","12496","UBE3A","ENSG00000114062","16","16.36","high","Yes","Yes","Compara, HGNC, Homologene, Isobase, NCBI, OrthoDB, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, SonicParanoid","","Add","G2F details (UBE3A)    DRscDB Data: (UBE3A)                             Human Protein Atlas  (HPA)"
"82","O08795","19089","107877","Prkcsh","Human","5589","9411","PRKCSH","ENSG00000130175","17","17.28","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (PRKCSH)    DRscDB Data: (PRKCSH)                             Human Protein Atlas  (HPA)"
"83","O08807","53381","1859815","Prdx4","Human","10549","17169","PRDX4","ENSG00000123131","19","19.3","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (PRDX4)    DRscDB Data: (PRDX4)                             Human Protein Atlas  (HPA)"
"84","O08808","13367","1194490","Diaph1","Human","1729","2876","DIAPH1","ENSG00000131504","16","16.44","high","Yes","Yes","Compara, HGNC, Homologene, NCBI, OrthoDB, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (DIAPH1)    DRscDB Data: (DIAPH1)                             Human Protein Atlas  (HPA)"
"85","O08810","20624","1336880","Eftud2","Human","9343","30858","EFTUD2","ENSG00000108883","19","19.25","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (EFTUD2)    DRscDB Data: (EFTUD2)                             Human Protein Atlas  (HPA)"
"86","O08914","14073","109609","Faah","Human","2166","3553","FAAH","ENSG00000117480","19","19.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (FAAH)    DRscDB Data: (FAAH)                             Human Protein Atlas  (HPA)"
"87","O08915","11632","109622","Aip","Human","9049","358","AIP","ENSG00000110711","19","19.3","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (AIP)    DRscDB Data: (AIP)                             Human Protein Atlas  (HPA)"
"88","O08917","14251","1100500","Flot1","Human","10211","3757","FLOT1","ENSG00000137312","19","19.25","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (FLOT1)    DRscDB Data: (FLOT1)                             Human Protein Atlas  (HPA)"
"89","O08966","20517","108111","Slc22a1","Human","6580","10963","SLC22A1","ENSG00000175003","16","16.4","high","Yes","Yes","Compara, HGNC, Homologene, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (SLC22A1)    DRscDB Data: (SLC22A1)                             Human Protein Atlas  (HPA)"
"90","O09012","19305","1098808","Pex5","Human","5830","9719","PEX5","ENSG00000139197","18","18.3","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (PEX5)    DRscDB Data: (PEX5)                             Human Protein Atlas  (HPA)"
"91","O09044","20619","109356","Snap23","Human","8773","11131","SNAP23","ENSG00000092531","16","16.26","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, SonicParanoid","","Add","G2F details (SNAP23)    DRscDB Data: (SNAP23)                             Human Protein Atlas  (HPA)"
"92","O09061","19170","104884","Psmb1","Human","5689","9537","PSMB1","ENSG00000008018","19","19.25","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (PSMB1)    DRscDB Data: (PSMB1)                             Human Protein Atlas  (HPA)"
"93","O09106","433759","108086","Hdac1","Human","3065","4852","HDAC1","ENSG00000116478","18","18.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (HDAC1)    DRscDB Data: (HDAC1)                             Human Protein Atlas  (HPA)"
"94","O09111","104130","1349919","Ndufb11","Human","54539","20372","NDUFB11","ENSG00000147123","19","19.3","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (NDUFB11)    DRscDB Data: (NDUFB11)                             Human Protein Atlas  (HPA)"
"95","O09117","19027","108081","Sypl","Human","6856","11507","SYPL1","ENSG00000008282","18","18.3","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (SYPL1)    DRscDB Data: (SYPL1)                             Human Protein Atlas  (HPA)"
"96","O09131","14873","1342273","Gsto1","Human","9446","13312","GSTO1","ENSG00000148834","20","20.25","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (GSTO1)    DRscDB Data: (GSTO1)                             Human Protein Atlas  (HPA)"
"97","O09158","56388","1930638","Cyp3a25","Human","64816","17450","CYP3A43","ENSG00000021461","11","10.72","high","Yes","Yes","Compara, eggNOG, OrthoDB, TreeFam, OMA, OrthoFinder, orthoMCL, Panther, Phylome, SonicParanoid, SwiftOrtho","","Add","G2F details (CYP3A43)    DRscDB Data: (CYP3A43)                             Human Protein Atlas  (HPA)"
"98","O09159","17159","107286","Man2b1","Human","4125","6826","MAN2B1","ENSG00000104774","19","19.32","high","Yes","Yes","eggNOG, HGNC, Homologene, Isobase, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (MAN2B1)    DRscDB Data: (MAN2B1)                             Human Protein Atlas  (HPA)"
"99","O09164","20657","103181","Sod3","Human","6649","11181","SOD3","ENSG00000109610","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (SOD3)    DRscDB Data: (SOD3)                             Human Protein Atlas  (HPA)"
"100","O09165","12372","1309468","Casq1","Human","844","1512","CASQ1","ENSG00000143318","18","18.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (CASQ1)    DRscDB Data: (CASQ1)                             Human Protein Atlas  (HPA)"
"101","O09167","19933","1278340","Rpl21","Human","6144","10313","RPL21","ENSG00000122026","18","18.37","high","Yes","Yes","eggNOG, HGNC, Homologene, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (RPL21)    DRscDB Data: (RPL21)                             Human Protein Atlas  (HPA)"
"102","O09172","14630","104995","Gclm","Human","2730","4312","GCLM","ENSG00000023909","19","19.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (GCLM)    DRscDB Data: (GCLM)                             Human Protein Atlas  (HPA)"
"103","O09173","15233","96078","Hgd","Human","3081","4892","HGD","ENSG00000113924","18","18.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (HGD)    DRscDB Data: (HGD)                             Human Protein Atlas  (HPA)"
"104","O09174","17117","1098273","Amacr","Human","23600","451","AMACR","ENSG00000242110","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (AMACR)    DRscDB Data: (AMACR)                             Human Protein Atlas  (HPA)"
"105","O35071","16562","1098260","Kif1c","Human","10749","6317","KIF1C","ENSG00000129250","19","19.3","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (KIF1C)    DRscDB Data: (KIF1C)                             Human Protein Atlas  (HPA)"
"106","O35114","12492","1196458","Scarb2","Human","950","1665","SCARB2","ENSG00000138760","20","20.25","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (SCARB2)    DRscDB Data: (SCARB2)                             Human Protein Atlas  (HPA)"
"107","O35129","12034","102520","Phb2","Human","11331","30306","PHB2","ENSG00000215021","18","18.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (PHB2)    DRscDB Data: (PHB2)                             Human Protein Atlas  (HPA)"
"108","O35215","13202","1298381","Ddt","Human","1652","2732","DDT","ENSG00000099977","18","18.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (DDT)    DRscDB Data: (DDT)                             Human Protein Atlas  (HPA)"
